https://s3.amazonaws.com/fcp-indi/data/Projects/RocklandSample/RawData/A00040798/clg_2/mprage_siemens_defaced/mprage_siemens_defaced.nii.gz,A00040798
https://s3.amazonaws.com/fcp-indi/data/Projects/RocklandSample/RawData/A00040800/clg_2/mprage_siemens_defaced/mprage_siemens_defaced.nii.gz,A00040800
https://s3.amazonaws.com/fcp-indi/data/Projects/RocklandSample/RawData/A00040815/clg_2/mprage_siemens_defaced/mprage_siemens_defaced.nii.gz,A00040815
https://s3.amazonaws.com/fcp-indi/data/Projects/RocklandSample/RawData/A00043740/clg_2/mprage_siemens_defaced/mprage_siemens_defaced.nii.gz,A00043740
https://s3.amazonaws.com/fcp-indi/data/Projects/RocklandSample/RawData/A00043788/clg_2/mprage_siemens_defaced/mprage_siemens_defaced.nii.gz,A00043788
https://s3.amazonaws.com/fcp-indi/data/Projects/RocklandSample/RawData/A00050743/clg_2/mprage_siemens_defaced/mprage_siemens_defaced.nii.gz,A00050743
https://s3.amazonaws.com/fcp-indi/data/Projects/RocklandSample/RawData/A00050847/clg_2/mprage_siemens_defaced/mprage_siemens_defaced.nii.gz,A00050847
https://s3.amazonaws.com/fcp-indi/data/Projects/RocklandSample/RawData/A00050848/clg_2/mprage_siemens_defaced/mprage_siemens_defaced.nii.gz,A00050848
https://s3.amazonaws.com/fcp-indi/data/Projects/RocklandSample/RawData/A00051691/clg_2/mprage_siemens_defaced/mprage_siemens_defaced.nii.gz,A00051691
https://s3.amazonaws.com/fcp-indi/data/Projects/RocklandSample/RawData/A00051727/clg_2/mprage_siemens_defaced/mprage_siemens_defaced.nii.gz,A00051727
https://s3.amazonaws.com/fcp-indi/data/Projects/RocklandSample/RawData/A00052069/clg_2/mprage_siemens_defaced/mprage_siemens_defaced.nii.gz,A00052069
https://s3.amazonaws.com/fcp-indi/data/Projects/RocklandSample/RawData/A00052165/clg_2/mprage_siemens_defaced/mprage_siemens_defaced.nii.gz,A00052165
https://s3.amazonaws.com/fcp-indi/data/Projects/RocklandSample/RawData/A00052183/clg_2/mprage_siemens_defaced/mprage_siemens_defaced.nii.gz,A00052183
https://s3.amazonaws.com/fcp-indi/data/Projects/RocklandSample/RawData/A00052237/clg_2/mprage_siemens_defaced/mprage_siemens_defaced.nii.gz,A00052237
https://s3.amazonaws.com/fcp-indi/data/Projects/RocklandSample/RawData/A00052461/clg_2/mprage_siemens_defaced/mprage_siemens_defaced.nii.gz,A00052461
https://s3.amazonaws.com/fcp-indi/data/Projects/RocklandSample/RawData/A00053171/clg_2/mprage_siemens_defaced/mprage_siemens_defaced.nii.gz,A00053171
https://s3.amazonaws.com/fcp-indi/data/Projects/RocklandSample/RawData/A00053203/clg_2/mprage_siemens_defaced/mprage_siemens_defaced.nii.gz,A00053203
https://s3.amazonaws.com/fcp-indi/data/Projects/RocklandSample/RawData/A00053390/clg_2/mprage_siemens_defaced/mprage_siemens_defaced.nii.gz,A00053390
https://s3.amazonaws.com/fcp-indi/data/Projects/RocklandSample/RawData/A00053490/clg_2/mprage_siemens_defaced/mprage_siemens_defaced.nii.gz,A00053490
https://s3.amazonaws.com/fcp-indi/data/Projects/RocklandSample/RawData/A00053744/clg_2/mprage_siemens_defaced/mprage_siemens_defaced.nii.gz,A00053744
https://s3.amazonaws.com/fcp-indi/data/Projects/RocklandSample/RawData/A00053873/clg_2/mprage_siemens_defaced/mprage_siemens_defaced.nii.gz,A00053873
https://s3.amazonaws.com/fcp-indi/data/Projects/RocklandSample/RawData/A00054206/clg_2/mprage_siemens_defaced/mprage_siemens_defaced.nii.gz,A00054206
https://s3.amazonaws.com/fcp-indi/data/Projects/RocklandSample/RawData/A00054578/clg_2/mprage_siemens_defaced/mprage_siemens_defaced.nii.gz,A00054578
https://s3.amazonaws.com/fcp-indi/data/Projects/RocklandSample/RawData/A00054581/clg_2/mprage_siemens_defaced/mprage_siemens_defaced.nii.gz,A00054581
https://s3.amazonaws.com/fcp-indi/data/Projects/RocklandSample/RawData/A00055076/clg_2/mprage_siemens_defaced/mprage_siemens_defaced.nii.gz,A00055076
https://s3.amazonaws.com/fcp-indi/data/Projects/RocklandSample/RawData/A00055122/clg_2/mprage_siemens_defaced/mprage_siemens_defaced.nii.gz,A00055122
https://s3.amazonaws.com/fcp-indi/data/Projects/RocklandSample/RawData/A00055267/clg_2/mprage_siemens_defaced/mprage_siemens_defaced.nii.gz,A00055267
https://s3.amazonaws.com/fcp-indi/data/Projects/RocklandSample/RawData/A00055462/clg_2/mprage_siemens_defaced/mprage_siemens_defaced.nii.gz,A00055462
https://s3.amazonaws.com/fcp-indi/data/Projects/RocklandSample/RawData/A00055728/clg_2/mprage_siemens_defaced/mprage_siemens_defaced.nii.gz,A00055728
https://s3.amazonaws.com/fcp-indi/data/Projects/RocklandSample/RawData/A00055867/clg_2/mprage_siemens_defaced/mprage_siemens_defaced.nii.gz,A00055867
https://s3.amazonaws.com/fcp-indi/data/Projects/RocklandSample/RawData/A00055903/clg_2/mprage_siemens_defaced/mprage_siemens_defaced.nii.gz,A00055903
https://s3.amazonaws.com/fcp-indi/data/Projects/RocklandSample/RawData/A00055907/clg_2/mprage_siemens_defaced/mprage_siemens_defaced.nii.gz,A00055907
https://s3.amazonaws.com/fcp-indi/data/Projects/RocklandSample/RawData/A00055908/clg_2/mprage_siemens_defaced/mprage_siemens_defaced.nii.gz,A00055908
